participant_id,transitions,flow_score,playlist,current_track-next_track,current_track,next_track,diff_acousticness,diff_danceability,diff_energy,diff_valence,diff_tempo,diff_instrumentalness,diff_key,diff_mode,diff_liveness,diff_loudness,diff_speechiness,is_good_sequence
5,t9_t10,0.25,low_mood_high_tempo_extr,7pdF27mSDuPWhppnHAmWHa_4825x6Yy20mNZ4Ll5XyA9g,7pdF27mSDuPWhppnHAmWHa,4825x6Yy20mNZ4Ll5XyA9g,0.526,0.289,0.0020000000000000018,0.03799999999999998,90.49000000000004,0.9179999999999999,4.0,1.0,0.012000000000000007,3.2850000000000006,0.0094,0
5,t1_t2,0.08,low_mood_low_tempo_extr,4vmgP10TH0YYqJkzr8yLW0_14sOS5L36385FJ3OL8hew4,4vmgP10TH0YYqJkzr8yLW0,14sOS5L36385FJ3OL8hew4,0.3637,0.060999999999999936,0.01100000000000001,0.016999999999999904,8.406000000000006,2.07e-05,8.0,0.0,0.1896,4.201999999999997,0.035800000000000005,0
5,t2_t3,0.92,low_mood_low_tempo_extr,14sOS5L36385FJ3OL8hew4_2Fap2zMMINCLylSCSGQLEa,14sOS5L36385FJ3OL8hew4,2Fap2zMMINCLylSCSGQLEa,0.16399999999999998,0.010000000000000007,0.02300000000000002,0.024000000000000132,8.0,0.000147,7.0,0.0,0.128,0.8370000000000024,0.0478,0
5,t3_t4,0.58,low_mood_low_tempo_extr,2Fap2zMMINCLylSCSGQLEa_1ymEwygMMg5JwVAnh3C7yY,2Fap2zMMINCLylSCSGQLEa,1ymEwygMMg5JwVAnh3C7yY,0.106,0.08799999999999998,0.02300000000000002,0.04899999999999999,1.9310000000000118,0.000147,0.0,0.0,0.0391,3.707,0.019,0
5,t4_t5,0.58,low_mood_low_tempo_extr,1ymEwygMMg5JwVAnh3C7yY_60Q0ZSKKBea7otGijFgrQI,1ymEwygMMg5JwVAnh3C7yY,60Q0ZSKKBea7otGijFgrQI,0.16100000000000006,0.05899999999999982,0.02100000000000002,0.04999999999999999,4.979999999999991,0.0,1.0,0.0,0.1051,2.5440000000000014,0.017599999999999998,0
5,t5_t6,0.67,low_mood_low_tempo_extr,60Q0ZSKKBea7otGijFgrQI_7tsHqxfepei1AdLjy93XIv,60Q0ZSKKBea7otGijFgrQI,7tsHqxfepei1AdLjy93XIv,0.19500000000000006,0.07300000000000006,0.02299999999999991,0.05099999999999999,3.9839999999999933,1.45e-06,1.0,0.0,0.079,1.141,0.006000000000000003,0
5,t6_t7,0.25,low_mood_low_tempo_extr,7tsHqxfepei1AdLjy93XIv_1eN1K7YPRButXU7Mq0V58N,7tsHqxfepei1AdLjy93XIv,1eN1K7YPRButXU7Mq0V58N,0.2638,0.18300000000000005,0.04399999999999993,0.031999999999999966,2.8980000000000103,4.305e-05,2.0,1.0,0.0020000000000000018,0.9440000000000016,0.0187,0
5,t7_t8,0.08,low_mood_low_tempo_extr,1eN1K7YPRButXU7Mq0V58N_6uaIMhUZXMuT2Zz0vxrFiR,1eN1K7YPRButXU7Mq0V58N,6uaIMhUZXMuT2Zz0vxrFiR,0.7038,0.251,0.017000000000000015,0.003000000000000003,5.036999999999992,0.0002865,3.0,1.0,0.006999999999999992,3.9659999999999993,0.0183,0
5,t8_t9,0.5,low_mood_low_tempo_extr,6uaIMhUZXMuT2Zz0vxrFiR_56ev0yPeYbMzfrGCfS2KCr,6uaIMhUZXMuT2Zz0vxrFiR,56ev0yPeYbMzfrGCfS2KCr,0.30599999999999994,0.0019999999999998908,0.04699999999999993,0.003999999999999948,4.8559999999999945,0.00031380000000000004,6.0,0.0,0.05000000000000002,0.4890000000000008,0.03,0
5,t9_t10,0.42,low_mood_low_tempo_extr,56ev0yPeYbMzfrGCfS2KCr_7Aw2zBxuyMrrPuxugAcZwr,56ev0yPeYbMzfrGCfS2KCr,7Aw2zBxuyMrrPuxugAcZwr,0.28400000000000003,0.20400000000000007,0.034999999999999976,0.048000000000000036,7.935999999999992,1.7199999999999998e-05,2.0,0.0,0.156,1.3899999999999997,0.0020000000000000018,0
6,t1_t2,0.0,high_mood_low_tempo_extr,3y4uSQwxHckyRcvafEilkN_0KURlSvVShmFDbw1oum9QS,3y4uSQwxHckyRcvafEilkN,0KURlSvVShmFDbw1oum9QS,0.721,0.207,0.512,0.508,8.189999999999998,1.87e-05,6.0,0.0,0.05299999999999999,3.3389999999999995,0.0216,0
6,t2_t3,0.0,high_mood_low_tempo_extr,0KURlSvVShmFDbw1oum9QS_46vJQ8zGlk5ROgQAS7FggF,0KURlSvVShmFDbw1oum9QS,46vJQ8zGlk5ROgQAS7FggF,0.5519999999999999,0.274,0.515,0.6334000000000001,3.888999999999996,0.39598130000000004,2.0,1.0,0.12,6.943,0.019,0
6,t3_t4,0.25,high_mood_low_tempo_extr,46vJQ8zGlk5ROgQAS7FggF_7s7tnZE05RMouEnwcUhqQo,46vJQ8zGlk5ROgQAS7FggF,7s7tnZE05RMouEnwcUhqQo,0.1269999999999999,0.3320000000000001,0.378,0.6654,0.08199999999997942,0.395849,3.0,0.0,0.35900000000000004,6.776,0.0412,0
6,t4_t5,0.5,high_mood_low_tempo_extr,7s7tnZE05RMouEnwcUhqQo_0tV8pOpiNsKqUys0ilUcXz,7s7tnZE05RMouEnwcUhqQo,0tV8pOpiNsKqUys0ilUcXz,0.249,0.4190000000000001,0.415,0.562,4.599999999999994,0.000151,8.0,1.0,0.17000000000000004,2.595000000000001,0.034,0
6,t5_t6,0.17,high_mood_low_tempo_extr,0tV8pOpiNsKqUys0ilUcXz_3O37piDdI2kyDnhJrPmZs0,0tV8pOpiNsKqUys0ilUcXz,3O37piDdI2kyDnhJrPmZs0,0.2510000000000001,0.305,0.409,0.536,6.6340000000000146,0.000344,2.0,1.0,0.145,0.2170000000000014,0.0167,0
6,t6_t7,0.5,high_mood_low_tempo_extr,3O37piDdI2kyDnhJrPmZs0_6pzsnbNRn8pm84lLvppo4l,3O37piDdI2kyDnhJrPmZs0,6pzsnbNRn8pm84lLvppo4l,0.05300000000000005,0.03899999999999992,0.52,0.5499999999999999,8.087000000000002,0.000344,3.0,0.0,0.0532,4.087,0.0040000000000000036,0
6,t7_t8,0.08,high_mood_low_tempo_extr,6pzsnbNRn8pm84lLvppo4l_7daI4h2h7PZ5Rl858G1YMf,6pzsnbNRn8pm84lLvppo4l,7daI4h2h7PZ5Rl858G1YMf,0.476,0.16099999999999992,0.498,0.7090000000000001,5.006,8.17e-06,1.0,1.0,0.1452,3.516,0.013400000000000002,0
6,t8_t9,0.08,high_mood_low_tempo_extr,7daI4h2h7PZ5Rl858G1YMf_7FI63EqRLE5SFcfViWIASS,7daI4h2h7PZ5Rl858G1YMf,7FI63EqRLE5SFcfViWIASS,0.7440000000000001,0.08700000000000008,0.392,0.5290000000000001,3.019999999999996,8.17e-06,6.0,0.0,0.13699999999999998,1.3200000000000005,0.1409,0
6,t9_t10,0.33,high_mood_low_tempo_extr,7FI63EqRLE5SFcfViWIASS_4rmPQGwcLQjCoFq5NrTA0D,7FI63EqRLE5SFcfViWIASS,4rmPQGwcLQjCoFq5NrTA0D,0.86534,0.05900000000000005,0.37,0.5900000000000001,2.9949999999999903,5.710000000000001e-05,11.0,0.0,0.0817,3.702,0.0962,0
6,t1_t2,0.83,low_mood_high_tempo_extr,2YyvWje3cEYyqgYhNUIaBJ_4SX4NUI58M3KhbalXxjwFC,2YyvWje3cEYyqgYhNUIaBJ,4SX4NUI58M3KhbalXxjwFC,0.127,0.3130000000000001,0.04200000000000004,0.03700000000000003,72.30199999999998,0.0011099999999999999,3.0,1.0,0.1407,0.8080000000000007,0.22430000000000005,0
6,t2_t3,0.83,low_mood_high_tempo_extr,4SX4NUI58M3KhbalXxjwFC_2hnxrRNzF74mdDzpQZQukQ,4SX4NUI58M3KhbalXxjwFC,2hnxrRNzF74mdDzpQZQukQ,0.16799999999999998,0.379,0.012000000000000007,0.06399999999999995,69.35000000000001,0.0,8.0,1.0,0.0737,0.41299999999999937,0.1864,0
6,t3_t4,0.83,low_mood_high_tempo_extr,2hnxrRNzF74mdDzpQZQukQ_5GT8b1dFaOWFF5twsmSOYx,2hnxrRNzF74mdDzpQZQukQ,5GT8b1dFaOWFF5twsmSOYx,0.132,0.16000000000000006,0.017000000000000015,0.07800000000000001,86.14200000000002,0.0,3.0,1.0,0.0727,1.811,0.0523,0
6,t4_t5,0.67,low_mood_high_tempo_extr,5GT8b1dFaOWFF5twsmSOYx_1roCmBlcpV7LzsmB7pmCyt,5GT8b1dFaOWFF5twsmSOYx,1roCmBlcpV7LzsmB7pmCyt,0.358,0.06000000000000005,0.039000000000000035,0.012000000000000007,89.389,7.400000000000001e-06,4.0,0.0,0.050700000000000016,0.2850000000000001,0.0024,0
6,t5_t6,0.75,low_mood_high_tempo_extr,1roCmBlcpV7LzsmB7pmCyt_2CTN6UuO2dNEVZXR0DJVk2,1roCmBlcpV7LzsmB7pmCyt,2CTN6UuO2dNEVZXR0DJVk2,0.6561,0.0010000000000000009,0.040999999999999925,0.064,68.253,6.400000000000001e-05,5.0,0.0,0.037500000000000006,1.2060000000000004,0.0063,0
6,t6_t7,0.33,low_mood_high_tempo_extr,2CTN6UuO2dNEVZXR0DJVk2_708L4ld9wD2pjoqKwaxkXa,2CTN6UuO2dNEVZXR0DJVk2,708L4ld9wD2pjoqKwaxkXa,0.1081,0.20800000000000002,0.02200000000000002,0.057,77.95700000000002,0.1619286,1.0,1.0,0.10649999999999996,1.028999999999999,0.011100000000000002,0
6,t7_t8,0.08,low_mood_high_tempo_extr,708L4ld9wD2pjoqKwaxkXa_5R96PHcqOGjgj23D98F6mf,708L4ld9wD2pjoqKwaxkXa,5R96PHcqOGjgj23D98F6mf,0.24900000000000005,0.24899999999999994,0.014999999999999902,0.017000000000000015,91.979,0.1619631,3.0,0.0,0.1061,1.4469999999999992,0.0081,0
6,t8_t9,0.08,low_mood_high_tempo_extr,5R96PHcqOGjgj23D98F6mf_7pdF27mSDuPWhppnHAmWHa,5R96PHcqOGjgj23D98F6mf,7pdF27mSDuPWhppnHAmWHa,0.236,0.040000000000000036,0.039999999999999925,0.067,92.15500000000004,0.9179630999999999,4.0,1.0,0.003099999999999992,2.8670000000000004,0.0059000000000000025,0
6,t9_t10,0.0,low_mood_high_tempo_extr,7pdF27mSDuPWhppnHAmWHa_4825x6Yy20mNZ4Ll5XyA9g,7pdF27mSDuPWhppnHAmWHa,4825x6Yy20mNZ4Ll5XyA9g,0.526,0.289,0.0020000000000000018,0.03799999999999998,90.49000000000004,0.9179999999999999,4.0,1.0,0.012000000000000007,3.2850000000000006,0.0094,0
6,t1_t2,0.25,low_mood_low_tempo_extr,4vmgP10TH0YYqJkzr8yLW0_14sOS5L36385FJ3OL8hew4,4vmgP10TH0YYqJkzr8yLW0,14sOS5L36385FJ3OL8hew4,0.3637,0.060999999999999936,0.01100000000000001,0.016999999999999904,8.406000000000006,2.07e-05,8.0,0.0,0.1896,4.201999999999997,0.035800000000000005,0
6,t2_t3,0.83,low_mood_low_tempo_extr,14sOS5L36385FJ3OL8hew4_2Fap2zMMINCLylSCSGQLEa,14sOS5L36385FJ3OL8hew4,2Fap2zMMINCLylSCSGQLEa,0.16399999999999998,0.010000000000000007,0.02300000000000002,0.024000000000000132,8.0,0.000147,7.0,0.0,0.128,0.8370000000000024,0.0478,0
6,t3_t4,0.75,low_mood_low_tempo_extr,2Fap2zMMINCLylSCSGQLEa_1ymEwygMMg5JwVAnh3C7yY,2Fap2zMMINCLylSCSGQLEa,1ymEwygMMg5JwVAnh3C7yY,0.106,0.08799999999999998,0.02300000000000002,0.04899999999999999,1.9310000000000118,0.000147,0.0,0.0,0.0391,3.707,0.019,0
6,t4_t5,0.25,low_mood_low_tempo_extr,1ymEwygMMg5JwVAnh3C7yY_60Q0ZSKKBea7otGijFgrQI,1ymEwygMMg5JwVAnh3C7yY,60Q0ZSKKBea7otGijFgrQI,0.16100000000000006,0.05899999999999982,0.02100000000000002,0.04999999999999999,4.979999999999991,0.0,1.0,0.0,0.1051,2.5440000000000014,0.017599999999999998,0
6,t5_t6,0.58,low_mood_low_tempo_extr,60Q0ZSKKBea7otGijFgrQI_7tsHqxfepei1AdLjy93XIv,60Q0ZSKKBea7otGijFgrQI,7tsHqxfepei1AdLjy93XIv,0.19500000000000006,0.07300000000000006,0.02299999999999991,0.05099999999999999,3.9839999999999933,1.45e-06,1.0,0.0,0.079,1.141,0.006000000000000003,0
6,t6_t7,0.17,low_mood_low_tempo_extr,7tsHqxfepei1AdLjy93XIv_1eN1K7YPRButXU7Mq0V58N,7tsHqxfepei1AdLjy93XIv,1eN1K7YPRButXU7Mq0V58N,0.2638,0.18300000000000005,0.04399999999999993,0.031999999999999966,2.8980000000000103,4.305e-05,2.0,1.0,0.0020000000000000018,0.9440000000000016,0.0187,0
6,t7_t8,0.5,low_mood_low_tempo_extr,1eN1K7YPRButXU7Mq0V58N_6uaIMhUZXMuT2Zz0vxrFiR,1eN1K7YPRButXU7Mq0V58N,6uaIMhUZXMuT2Zz0vxrFiR,0.7038,0.251,0.017000000000000015,0.003000000000000003,5.036999999999992,0.0002865,3.0,1.0,0.006999999999999992,3.9659999999999993,0.0183,0
6,t8_t9,0.17,low_mood_low_tempo_extr,6uaIMhUZXMuT2Zz0vxrFiR_56ev0yPeYbMzfrGCfS2KCr,6uaIMhUZXMuT2Zz0vxrFiR,56ev0yPeYbMzfrGCfS2KCr,0.30599999999999994,0.0019999999999998908,0.04699999999999993,0.003999999999999948,4.8559999999999945,0.00031380000000000004,6.0,0.0,0.05000000000000002,0.4890000000000008,0.03,0
6,t9_t10,0.67,low_mood_low_tempo_extr,56ev0yPeYbMzfrGCfS2KCr_7Aw2zBxuyMrrPuxugAcZwr,56ev0yPeYbMzfrGCfS2KCr,7Aw2zBxuyMrrPuxugAcZwr,0.28400000000000003,0.20400000000000007,0.034999999999999976,0.048000000000000036,7.935999999999992,1.7199999999999998e-05,2.0,0.0,0.156,1.3899999999999997,0.0020000000000000018,0
8,t1_t2,0.67,high_mood_low_tempo_not_extr,2dLxWmivrCHjJbYAkVNFyH_31MkGwj0SWgZaTvEt5Hgxv,2dLxWmivrCHjJbYAkVNFyH,31MkGwj0SWgZaTvEt5Hgxv,0.009499999999999998,0.335,0.09699999999999998,0.15599999999999994,4.174999999999997,1.1599999999999997e-06,4.0,0.0,0.19870000000000004,1.5149999999999997,0.0029,0
8,t2_t3,0.5,high_mood_low_tempo_not_extr,31MkGwj0SWgZaTvEt5Hgxv_21bAZmgzIw13tN0rHtMeRq,31MkGwj0SWgZaTvEt5Hgxv,21bAZmgzIw13tN0rHtMeRq,0.3276,0.3330000000000001,0.06100000000000005,0.20600000000000002,0.15800000000001546,3.5800000000000017e-06,5.0,0.0,0.007400000000000005,1.0330000000000004,0.009000000000000001,0
8,t3_t4,0.75,high_mood_low_tempo_not_extr,21bAZmgzIw13tN0rHtMeRq_27rdGxbavYJeBphck5MZAF,21bAZmgzIw13tN0rHtMeRq,27rdGxbavYJeBphck5MZAF,0.34313,0.1180000000000001,0.139,0.14899999999999994,0.06499999999999773,5.2500000000000006e-06,1.0,1.0,0.30809999999999993,0.6909999999999998,0.01960000000000001,0
8,t4_t5,0.58,high_mood_low_tempo_not_extr,27rdGxbavYJeBphck5MZAF_0kHyKhJMukHEPfeh8s7rdM,27rdGxbavYJeBphck5MZAF,0kHyKhJMukHEPfeh8s7rdM,0.29013,0.08699999999999998,0.1060000000000001,0.207,0.05499999999999261,1.36e-06,4.0,1.0,0.28979999999999995,0.00399999999999956,0.031400000000000004,0
8,t5_t6,0.17,high_mood_low_tempo_not_extr,0kHyKhJMukHEPfeh8s7rdM_4AmHBxaNASqpKUp7j69Ucl,0kHyKhJMukHEPfeh8s7rdM,4AmHBxaNASqpKUp7j69Ucl,0.02899999999999997,0.0129999999999999,0.07500000000000008,0.193,1.8270000000000124,0.0,8.0,1.0,0.03169999999999998,1.686,0.009999999999999995,0
8,t6_t7,0.58,high_mood_low_tempo_not_extr,4AmHBxaNASqpKUp7j69Ucl_7fCNUWi6uflDTQ08srxMZk,4AmHBxaNASqpKUp7j69Ucl,7fCNUWi6uflDTQ08srxMZk,0.3066,0.15200000000000002,0.1050000000000001,0.121,2.8320000000000083,0.0,5.0,1.0,0.024800000000000003,0.30799999999999983,0.0060000000000000045,0
8,t7_t8,0.42,high_mood_low_tempo_not_extr,7fCNUWi6uflDTQ08srxMZk_06c2L1gFGjdtqIDZ9lleH5,7fCNUWi6uflDTQ08srxMZk,06c2L1gFGjdtqIDZ9lleH5,0.2116,0.17800000000000005,0.1120000000000001,0.141,2.672000000000012,0.0,5.0,1.0,0.5453000000000001,1.933,0.007399999999999997,0
8,t8_t9,0.83,high_mood_low_tempo_not_extr,06c2L1gFGjdtqIDZ9lleH5_0JumfyG7GUshFjxouEXwhw,06c2L1gFGjdtqIDZ9lleH5,0JumfyG7GUshFjxouEXwhw,0.09999999999999998,0.03600000000000003,0.05799999999999994,0.10099999999999998,2.644999999999996,1.1e-06,5.0,0.0,0.54,1.4770000000000003,0.030299999999999994,0
8,t9_t10,0.17,high_mood_low_tempo_not_extr,0JumfyG7GUshFjxouEXwhw_1UUj1iScVn6wOXiBSyBhLn,0JumfyG7GUshFjxouEXwhw,1UUj1iScVn6wOXiBSyBhLn,0.2728,0.04599999999999993,0.05100000000000016,0.09300000000000007,5.025999999999996,4.79e-05,1.0,0.0,0.099,2.067,0.0606,0
8,t1_t2,0.5,low_mood_high_tempo_not_extr,191HHrs8Bwa8VZ4IJ2iG67_3qLBz3j26AHO2jBYUQWLA6,191HHrs8Bwa8VZ4IJ2iG67,3qLBz3j26AHO2jBYUQWLA6,0.6569999999999999,0.26,0.007000000000000006,0.040000000000000036,10.854,0.0,7.0,1.0,0.758,1.7710000000000008,0.27699999999999997,0
8,t2_t3,0.67,low_mood_high_tempo_not_extr,3qLBz3j26AHO2jBYUQWLA6_0Jw6f9OfWddSnuBQ5hJHHl,3qLBz3j26AHO2jBYUQWLA6,0Jw6f9OfWddSnuBQ5hJHHl,0.062,0.14100000000000013,0.030000000000000027,0.041999999999999926,13.214,0.0,7.0,1.0,0.11910000000000005,1.618000000000002,0.0025000000000000022,0
8,t3_t4,0.33,low_mood_high_tempo_not_extr,0Jw6f9OfWddSnuBQ5hJHHl_4qCgKKXa3CF6CzEDLW6vTt,0Jw6f9OfWddSnuBQ5hJHHl,4qCgKKXa3CF6CzEDLW6vTt,0.09684,0.12300000000000012,0.010000000000000007,0.065,13.907999999999989,3.29e-06,0.0,1.0,0.0049000000000000024,1.4610000000000012,0.0367,0
8,t4_t5,0.5,low_mood_high_tempo_not_extr,4qCgKKXa3CF6CzEDLW6vTt_6RUKPb4LETWmmr3iAEQktW,4qCgKKXa3CF6CzEDLW6vTt,6RUKPb4LETWmmr3iAEQktW,0.041639999999999996,0.09899999999999998,0.015000000000000013,0.011999999999999957,16.888999999999996,1.111e-05,2.0,0.0,0.09219999999999998,1.1829999999999998,0.0121,0
8,t5_t6,0.25,low_mood_high_tempo_not_extr,6RUKPb4LETWmmr3iAEQktW_0RU0In1Bg1jlUxb9Euk8Ra,6RUKPb4LETWmmr3iAEQktW,0RU0In1Bg1jlUxb9Euk8Ra,0.0236,0.08599999999999998,0.0020000000000000018,0.05299999999999999,23.01700000000001,1.4400000000000001e-05,6.0,0.0,0.09769999999999998,0.8239999999999998,0.04650000000000002,0
8,t6_t7,0.5,low_mood_high_tempo_not_extr,0RU0In1Bg1jlUxb9Euk8Ra_6kPJZM97LwdG9QIsT7khp6,0RU0In1Bg1jlUxb9Euk8Ra,6kPJZM97LwdG9QIsT7khp6,0.0179,0.03400000000000003,0.003000000000000003,0.06599999999999995,21.031000000000006,6.659999999999999e-05,6.0,0.0,0.28369999999999995,1.399,0.0345,0
8,t7_t8,0.58,low_mood_high_tempo_not_extr,6kPJZM97LwdG9QIsT7khp6_6X6SdJzxyw7GzxwP2fr9WV,6kPJZM97LwdG9QIsT7khp6,6X6SdJzxyw7GzxwP2fr9WV,0.00039999999999999763,0.003000000000000003,0.03300000000000003,0.028999999999999918,17.00200000000001,6.659999999999999e-05,11.0,1.0,0.16599999999999998,0.6529999999999996,0.006400000000000003,0
8,t8_t9,0.33,low_mood_high_tempo_not_extr,6X6SdJzxyw7GzxwP2fr9WV_4BiiOzZCrXEzHRLYcYFiD5,6X6SdJzxyw7GzxwP2fr9WV,4BiiOzZCrXEzHRLYcYFiD5,0.4435,0.03300000000000003,0.030000000000000027,0.02300000000000002,17.066000000000006,3.6000000000000007e-06,1.0,1.0,0.1026,0.7830000000000004,0.0585,0
8,t9_t10,0.25,low_mood_high_tempo_not_extr,4BiiOzZCrXEzHRLYcYFiD5_6ml4HmG8o9zcqUiR3HW0Jb,4BiiOzZCrXEzHRLYcYFiD5,6ml4HmG8o9zcqUiR3HW0Jb,0.4604,0.08399999999999996,0.03599999999999992,0.028000000000000025,17.061999999999983,2.99e-05,5.0,1.0,0.0676,1.8559999999999992,0.0547,0
8,t1_t2,0.25,low_mood_low_tempo_not_extr,4vmgP10TH0YYqJkzr8yLW0_14sOS5L36385FJ3OL8hew4,4vmgP10TH0YYqJkzr8yLW0,14sOS5L36385FJ3OL8hew4,0.3637,0.060999999999999936,0.01100000000000001,0.016999999999999904,8.406000000000006,2.07e-05,8.0,0.0,0.1896,4.201999999999997,0.035800000000000005,0
8,t2_t3,0.58,low_mood_low_tempo_not_extr,14sOS5L36385FJ3OL8hew4_2Fap2zMMINCLylSCSGQLEa,14sOS5L36385FJ3OL8hew4,2Fap2zMMINCLylSCSGQLEa,0.16399999999999998,0.010000000000000007,0.02300000000000002,0.024000000000000132,8.0,0.000147,7.0,0.0,0.128,0.8370000000000024,0.0478,0
8,t3_t4,0.42,low_mood_low_tempo_not_extr,2Fap2zMMINCLylSCSGQLEa_1ymEwygMMg5JwVAnh3C7yY,2Fap2zMMINCLylSCSGQLEa,1ymEwygMMg5JwVAnh3C7yY,0.106,0.08799999999999998,0.02300000000000002,0.04899999999999999,1.9310000000000118,0.000147,0.0,0.0,0.0391,3.707,0.019,0
8,t4_t5,0.42,low_mood_low_tempo_not_extr,1ymEwygMMg5JwVAnh3C7yY_60Q0ZSKKBea7otGijFgrQI,1ymEwygMMg5JwVAnh3C7yY,60Q0ZSKKBea7otGijFgrQI,0.16100000000000006,0.05899999999999982,0.02100000000000002,0.04999999999999999,4.979999999999991,0.0,1.0,0.0,0.1051,2.5440000000000014,0.017599999999999998,0
8,t5_t6,0.42,low_mood_low_tempo_not_extr,60Q0ZSKKBea7otGijFgrQI_7tsHqxfepei1AdLjy93XIv,60Q0ZSKKBea7otGijFgrQI,7tsHqxfepei1AdLjy93XIv,0.19500000000000006,0.07300000000000006,0.02299999999999991,0.05099999999999999,3.9839999999999933,1.45e-06,1.0,0.0,0.079,1.141,0.006000000000000003,0
8,t6_t7,0.58,low_mood_low_tempo_not_extr,7tsHqxfepei1AdLjy93XIv_1eN1K7YPRButXU7Mq0V58N,7tsHqxfepei1AdLjy93XIv,1eN1K7YPRButXU7Mq0V58N,0.2638,0.18300000000000005,0.04399999999999993,0.031999999999999966,2.8980000000000103,4.305e-05,2.0,1.0,0.0020000000000000018,0.9440000000000016,0.0187,0
8,t7_t8,0.33,low_mood_low_tempo_not_extr,1eN1K7YPRButXU7Mq0V58N_6uaIMhUZXMuT2Zz0vxrFiR,1eN1K7YPRButXU7Mq0V58N,6uaIMhUZXMuT2Zz0vxrFiR,0.7038,0.251,0.017000000000000015,0.003000000000000003,5.036999999999992,0.0002865,3.0,1.0,0.006999999999999992,3.9659999999999993,0.0183,0
8,t8_t9,0.67,low_mood_low_tempo_not_extr,6uaIMhUZXMuT2Zz0vxrFiR_56ev0yPeYbMzfrGCfS2KCr,6uaIMhUZXMuT2Zz0vxrFiR,56ev0yPeYbMzfrGCfS2KCr,0.30599999999999994,0.0019999999999998908,0.04699999999999993,0.003999999999999948,4.8559999999999945,0.00031380000000000004,6.0,0.0,0.05000000000000002,0.4890000000000008,0.03,0
8,t9_t10,0.33,low_mood_low_tempo_not_extr,56ev0yPeYbMzfrGCfS2KCr_7Aw2zBxuyMrrPuxugAcZwr,56ev0yPeYbMzfrGCfS2KCr,7Aw2zBxuyMrrPuxugAcZwr,0.28400000000000003,0.20400000000000007,0.034999999999999976,0.048000000000000036,7.935999999999992,1.7199999999999998e-05,2.0,0.0,0.156,1.3899999999999997,0.0020000000000000018,0
10,t1_t2,0.0,high_mood_low_tempo_extr,3y4uSQwxHckyRcvafEilkN_0KURlSvVShmFDbw1oum9QS,3y4uSQwxHckyRcvafEilkN,0KURlSvVShmFDbw1oum9QS,0.721,0.207,0.512,0.508,8.189999999999998,1.87e-05,6.0,0.0,0.05299999999999999,3.3389999999999995,0.0216,0
10,t2_t3,0.0,high_mood_low_tempo_extr,0KURlSvVShmFDbw1oum9QS_46vJQ8zGlk5ROgQAS7FggF,0KURlSvVShmFDbw1oum9QS,46vJQ8zGlk5ROgQAS7FggF,0.5519999999999999,0.274,0.515,0.6334000000000001,3.888999999999996,0.39598130000000004,2.0,1.0,0.12,6.943,0.019,0
10,t3_t4,0.25,high_mood_low_tempo_extr,46vJQ8zGlk5ROgQAS7FggF_7s7tnZE05RMouEnwcUhqQo,46vJQ8zGlk5ROgQAS7FggF,7s7tnZE05RMouEnwcUhqQo,0.1269999999999999,0.3320000000000001,0.378,0.6654,0.08199999999997942,0.395849,3.0,0.0,0.35900000000000004,6.776,0.0412,0
10,t4_t5,0.25,high_mood_low_tempo_extr,7s7tnZE05RMouEnwcUhqQo_0tV8pOpiNsKqUys0ilUcXz,7s7tnZE05RMouEnwcUhqQo,0tV8pOpiNsKqUys0ilUcXz,0.249,0.4190000000000001,0.415,0.562,4.599999999999994,0.000151,8.0,1.0,0.17000000000000004,2.595000000000001,0.034,0
10,t5_t6,0.67,high_mood_low_tempo_extr,0tV8pOpiNsKqUys0ilUcXz_3O37piDdI2kyDnhJrPmZs0,0tV8pOpiNsKqUys0ilUcXz,3O37piDdI2kyDnhJrPmZs0,0.2510000000000001,0.305,0.409,0.536,6.6340000000000146,0.000344,2.0,1.0,0.145,0.2170000000000014,0.0167,0
10,t6_t7,0.42,high_mood_low_tempo_extr,3O37piDdI2kyDnhJrPmZs0_6pzsnbNRn8pm84lLvppo4l,3O37piDdI2kyDnhJrPmZs0,6pzsnbNRn8pm84lLvppo4l,0.05300000000000005,0.03899999999999992,0.52,0.5499999999999999,8.087000000000002,0.000344,3.0,0.0,0.0532,4.087,0.0040000000000000036,0
10,t7_t8,0.5,high_mood_low_tempo_extr,6pzsnbNRn8pm84lLvppo4l_7daI4h2h7PZ5Rl858G1YMf,6pzsnbNRn8pm84lLvppo4l,7daI4h2h7PZ5Rl858G1YMf,0.476,0.16099999999999992,0.498,0.7090000000000001,5.006,8.17e-06,1.0,1.0,0.1452,3.516,0.013400000000000002,0
10,t8_t9,0.25,high_mood_low_tempo_extr,7daI4h2h7PZ5Rl858G1YMf_7FI63EqRLE5SFcfViWIASS,7daI4h2h7PZ5Rl858G1YMf,7FI63EqRLE5SFcfViWIASS,0.7440000000000001,0.08700000000000008,0.392,0.5290000000000001,3.019999999999996,8.17e-06,6.0,0.0,0.13699999999999998,1.3200000000000005,0.1409,0
10,t9_t10,0.17,high_mood_low_tempo_extr,7FI63EqRLE5SFcfViWIASS_4rmPQGwcLQjCoFq5NrTA0D,7FI63EqRLE5SFcfViWIASS,4rmPQGwcLQjCoFq5NrTA0D,0.86534,0.05900000000000005,0.37,0.5900000000000001,2.9949999999999903,5.710000000000001e-05,11.0,0.0,0.0817,3.702,0.0962,0
